A,7.599500179,7.872960091,W,7705.260179,7737.900179,7759.020179,16.660938,17.4872509,15.470466
A,23.17149925,23.43145943,Uncategorized,,,,,,
A,89.32019806,89.54895782,Uncategorized,,,,,,
A,97.3239975,97.57046509,Uncategorized,,,,,,
A,109.4475021,109.6731644,Uncategorized,,,,,,
A,269.4161987,269.6620483,W,269524.8387,269536.3587,269550.758700001,16.397198,17.4087098,16.7386607
A,273.0401917,273.2744446,Uncategorized,,,,,,
A,276.79599,277.0349426,Uncategorized,,,,,,
A,285.6075134,285.9139709,Uncategorized,,,,,,
A,288.1669922,288.3924561,Uncategorized,,,,,,
A,321.3175049,321.5444641,Uncategorized,,,,,,
A,340.1134949,340.5781555,Uncategorized,,,,,,
A,346.7990112,347.0659485,Uncategorized,,,,,,
A,352.5552063,352.7834778,Uncategorized,,,,,,
A,402.2535095,402.4991455,Uncategorized,,,,,,
A,419.2109985,419.437439,Uncategorized,,,,,,
A,424.368988,424.5944824,Uncategorized,,,,,,
A,509.2550049,509.5064392,W,509362.6849,509379.0049,509400.1249,16.4443191,17.6579106,16.6898547
A,539.7811279,540.0824585,Uncategorized,,,,,,
A,563.8961792,564.1293945,Uncategorized,,,,,,
A,574.7000732,574.9284668,T,574803.9132,574812.5532,574824.0732,17.6406639,16.9573394,17.4612192
A,594.0545044,594.2940063,Uncategorized,,,,,,
A,648.6881714,648.914917,Uncategorized,,,,,,
A,689.5402222,689.7859497,Uncategorized,,,,,,
A,692.4210815,692.6504517,Uncategorized,,,,,,
A,696.2072144,696.4481201,T,696312.0144,696331.2144,696341.7744,16.9421798,15.14306,16.343897
A,701.8934937,702.1161499,Uncategorized,,,,,,
A,722.5670166,722.8001099,Uncategorized,,,,,,
A,755.0285034,755.3319702,Uncategorized,,,,,,
A,765.5462036,765.8004761,Uncategorized,,,,,,
A,769.9564819,770.1859741,Uncategorized,,,,,,
A,856.276001,856.5359497,Uncategorized,,,,,,
A,884.8751831,885.1489868,Uncategorized,,,,,,
A,897.9514771,898.2681274,Uncategorized,,,,,,
A,907.4484863,907.7904663,Uncategorized,,,,,,
A,908.2625122,908.5334473,Uncategorized,,,,,,
A,943.6129761,943.913147,Uncategorized,,,,,,
A,965.5960083,965.9414063,Uncategorized,,,,,,
A,980.8145142,981.0431519,Uncategorized,,,,,,
