A,985.7932129,986.0494995,Uncategorized,,,,,,
A,1034.550537,1034.81543,Uncategorized,,,,,,
A,1126.281494,1126.529175,Uncategorized,,,,,,
A,1190.895508,1191.161133,Uncategorized,,,,,,
A,1204.177002,1204.413086,Uncategorized,,,,,,
A,1216.92749,1217.159058,Uncategorized,,,,,,
A,1224.501099,1224.861084,Uncategorized,,,,,,
A,1225.84314,1226.070435,Uncategorized,,,,,,
A,1252.871948,1253.10144,Uncategorized,,,,,,
A,1257.779541,1258.032959,Uncategorized,,,,,,
A,1281.67749,1281.914917,Uncategorized,,,,,,
A,1296.689209,1296.92749,Uncategorized,,,,,,
A,1298.507446,1298.765015,Uncategorized,,,,,,
A,1298.678223,1298.924194,Uncategorized,,,,,,
A,1394.981445,1395.215942,Uncategorized,,,,,,
A,1416.088257,1416.32251,Uncategorized,,,,,,
A,1438.786499,1439.030518,Uncategorized,,,,,,
A,1449.860107,1450.174072,Uncategorized,,,,,,
A,1460.796509,1461.020142,Uncategorized,,,,,,
A,1471.084473,1471.658813,Uncategorized,,,,,,
A,1491.94104,1492.26416,Uncategorized,,,,,,
A,1492.343018,1492.682007,Uncategorized,,,,,,
A,1506.089233,1506.3302,Uncategorized,,,,,,
A,1506.478027,1506.711182,Uncategorized,,,,,,
A,1514.805054,1515.074951,Uncategorized,,,,,,
A,1523.140015,1523.390503,Uncategorized,,,,,,
A,1526.626465,1526.901123,Uncategorized,,,,,,
A,1566.680542,1566.925537,Uncategorized,,,,,,
A,1577.82251,1578.056519,Uncategorized,,,,,,
A,1589.13208,1589.424927,Uncategorized,,,,,,
A,1596.38501,1596.618042,Uncategorized,,,,,,
A,1625.398071,1625.713989,Uncategorized,,,,,,
A,1630.133057,1630.38208,Uncategorized,,,,,,
A,1633.579224,1633.816162,Uncategorized,,,,,,
A,1654.607056,1654.850952,Uncategorized,,,,,,
A,1725.224487,1725.453125,Uncategorized,,,,,,
A,1747.096191,1747.365112,Uncategorized,,,,,,
A,1758.245483,1758.651978,Uncategorized,,,,,,
A,1765.745239,1766.093018,Uncategorized,,,,,,
A,1766.696533,1767.001953,Uncategorized,,,,,,
A,1778.635132,1778.865479,Uncategorized,,,,,,
A,1796.178223,1796.499878,Uncategorized,,,,,,
A,1798.816162,1799.067017,Uncategorized,,,,,,
A,1839.606445,1839.838989,Uncategorized,,,,,,
A,1844.528442,1844.78894,Uncategorized,,,,,,
A,1863.12854,1863.359985,Uncategorized,,,,,,
A,1908.547119,1908.775513,Uncategorized,,,,,,
A,1928.088989,1928.340454,Uncategorized,,,,,,
A,1965.404175,1965.704468,Uncategorized,,,,,,
A,1968.729492,1968.959961,Uncategorized,,,,,,
A,1979.012085,1979.319458,Uncategorized,,,,,,
A,1984.584961,1984.820923,Uncategorized,,,,,,
A,2067.574951,2067.804443,Uncategorized,,,,,,
A,2072.501465,2072.767578,Uncategorized,,,,,,
A,2074.131104,2074.401367,Uncategorized,,,,,,
A,2075.856934,2076.105469,Uncategorized,,,,,,
A,2098.909424,2099.761963,Uncategorized,,,,,,
A,2114.438232,2114.706055,Uncategorized,,,,,,
A,2123.644043,2123.965576,Uncategorized,,,,,,
A,2128.842285,2129.150391,Uncategorized,,,,,,
A,2143.008057,2143.273926,Uncategorized,,,,,,
A,2157.90332,2158.221191,Uncategorized,,,,,,
A,2173.468994,2173.766357,Uncategorized,,,,,,
A,2192.351074,2192.590088,Uncategorized,,,,,,
A,2194.481201,2194.754883,Uncategorized,,,,,,
A,2212.475586,2212.698242,Uncategorized,,,,,,
A,2236.948486,2237.196533,Uncategorized,,,,,,
A,2238.557617,2238.806396,Uncategorized,,,,,,
A,2319.239014,2319.468506,Uncategorized,,,,,,
A,2431.505127,2431.72998,Uncategorized,,,,,,
A,2451.782227,2452.017578,Uncategorized,,,,,,
A,2478.489502,2478.810059,Uncategorized,,,,,,
A,2480.604492,2480.839355,Uncategorized,,,,,,
A,2481.768066,2482.057861,Uncategorized,,,,,,
A,2485.093506,2485.330566,Uncategorized,,,,,,
A,2489.513184,2489.781006,Uncategorized,,,,,,
A,2508.935059,2509.178955,Uncategorized,,,,,,
