A,95.28849792,95.51715851
A,99.02210236,99.2821579
A,104.9560013,105.1834641
A,107.2829971,107.5544586
A,132.1851959,132.407959
A,138.1470032,138.3754425
A,142.1654968,142.4244537
A,148.9575043,149.2644653
A,160.7749939,161.0714417
A,214.0164948,214.2804565
A,246.6795044,246.9179688
A,252.3052063,252.7749634
A,255.9380035,256.2411804
A,273.3782043,273.6394653
A,279.5921936,279.8804626
A,279.8275146,280.1011658
A,308.1015015,308.3589783
A,314.4710083,314.7714539
A,319.7780151,320.1541443
A,322.0799866,322.3334351
A,331.8469849,332.0774841
A,356.0920105,356.3354797
A,356.8291016,357.063446
A,377.6112061,377.8434753
A,378.5184937,378.8169556
A,387.0085144,387.2630615
A,419.5545044,419.8001404
A,420.282196,420.6834717
A,425.2384949,425.4959412
A,439.2625122,439.6099548
A,442.3554993,442.6474915
A,450.009491,450.3014832
A,452.6784973,452.9251709
A,459.3649902,459.6029358
A,528.7141724,528.9734497
A,537.1594849,537.3810425
A,541.1375122,541.3754883
A,566.5994873,566.9049683
A,567.0540161,567.5951538
A,615.9119873,616.1664429
A,621.9752197,622.3371582
A,627.6760254,628.0491333
A,690.5625,690.8534546
A,707.4470215,707.6841431
A,722.0332031,722.2761841
A,732.2180176,732.5584717
A,771.0192261,771.2734985
A,774.9215088,775.1820068
A,787.2672119,787.5771484
A,825.5529785,826.0424194
A,858.1494751,858.3771362
A,885.9522095,886.1914673
A,886.977478,887.2530518
A,898.3200073,898.694458
A,912.8591919,913.1231079
A,930.4589844,930.7641602
A,963.3474731,963.6210327
A,977.0454712,977.2684937
A,1063.192261,1063.449463
A,1100.814453,1101.09021
A,1120.920044,1121.173462
A,1125.981079,1126.350464
A,1127.11853,1127.467163
A,1182.629028,1182.855469
A,1224.91748,1225.234375
A,1238.108154,1238.329956
A,1320.564453,1320.820923
A,1343.140503,1345.598511
A,1363.491943,1364.210815
A,1368.423218,1368.664185
A,1368.645142,1368.923462
A,1413.671021,1413.93689
A,1416.07605,1416.356934
A,1424.12146,1424.485474
A,1428.690186,1428.962036
A,1432.602173,1432.844116
A,1447.109009,1447.366089
A,1455.484497,1455.76416
A,1465.02417,1465.330444
A,1515.873535,1516.132935
A,1527.735474,1527.977173
A,1539.140137,1539.407959
A,1551.471191,1551.712158
A,1567.345947,1567.847046
A,1591.322998,1591.591431
A,1606.86145,1607.098511
A,1619.56897,1620.135498
A,1622.953979,1623.200317
A,1656.938965,1657.235474
A,1659.299561,1659.532959
A,1659.465454,1659.710327
A,1676.415161,1676.666016
A,1747.653076,1747.905396
A,1760.693481,1760.932983
A,1769.518066,1769.742432
A,1835.074463,1835.343994
A,1884.770996,1885.062988
A,1933.757446,1933.995972
A,1936.362183,1936.584961
A,1944.568237,1944.861084
A,1948.75,1948.981445
A,1955.790527,1956.033447
A,1977.300537,1977.530029
A,1992.75647,1992.99646
A,2042.718018,2042.982422
A,2086.758057,2086.979492
A,2107.14209,2107.380371
A,2116.958252,2117.732178
A,2130.17749,2130.446289
A,2146.00708,2146.296875
A,2149.613037,2149.880371
A,2154.312988,2154.570068
A,2158.270996,2158.677979
A,2174.335449,2174.588135
A,2192.89917,2193.134277
A,2194.967041,2195.239014
A,2196.018311,2196.293457
A,2205.560547,2205.794922
A,2240.581299,2240.832031
A,2253.307129,2253.572998
A,2254.750977,2255.029053
A,2265.022949,2265.277588
A,2271.785156,2272.00708
A,2293.708008,2293.93042
A,2300.2854,2300.523926
A,2307.6521,2307.888916
A,2327.393311,2327.649414
A,2358.782227,2359.010986
A,2363.468018,2363.751221
A,2364.547119,2364.799561
A,2367.90332,2368.130859
A,2373.391602,2373.631592
A,2394.823486,2395.682861
A,2407.54248,2407.801025
A,2417.609131,2417.838379
A,2421.350098,2421.591064
A,2466.423096,2466.68042
A,2490.106445,2490.422363
A,2491.086426,2491.313232
A,2511.31958,2511.592285
