A,30.81119919,31.09346199
A,104.9664993,105.1844635
A,120.1524963,120.4599609
A,133.4765015,133.7020569
A,139.5350037,139.7779541
A,159.7720032,160.0011597
A,215.3059998,215.5611572
A,223.1932068,223.4649658
A,223.5061951,223.7579651
A,235.0590057,235.3074646
A,267.2504883,267.47995
A,314.9750061,315.2111816
A,341.2715149,341.4834595
A,346.9180908,347.1514587
A,352.0224915,352.2460632
A,384.9360046,385.1711426
A,396.1391907,396.4079895
A,401.6975098,401.9144897
A,423.0545044,423.2821655
A,436.4092102,436.7740479
A,492.5932007,492.8304749
A,503.9682007,504.1994324
A,522.1995239,522.4404907
A,549.7650757,550.0031128
A,557.3364868,557.7061768
A,685.9085083,686.130188
A,698.5842285,698.8328857
A,767.1389771,767.3844604
A,832.2182007,832.4351196
A,920.3635254,920.6112061
A,941.6754761,942.2984619
A,942.4971924,942.7334595
A,947.5734863,947.8261719
A,949.7114868,949.9534912
A,963.0574951,963.3081665
A,1012.098206,1012.32489
A,1034.094482,1034.31543
A,1051.590454,1051.855469
A,1085.115967,1085.349121
A,1106.823486,1107.096924
A,1132.430542,1132.714478
A,1169.08313,1169.327026
A,1174.347046,1174.559814
A,1215.325439,1215.625854
A,1216.295044,1216.561035
A,1218.020142,1218.266968
A,1224.366455,1224.635498
A,1276.991943,1277.234985
A,1280.041016,1280.272461
A,1292.467163,1292.765991
A,1328.247192,1328.519043
A,1339.008057,1339.231445
A,1356.998535,1357.210449
A,1395.771973,1396.023193
A,1405.303467,1405.530151
A,1423.602173,1423.840454
A,1427.9021,1428.36499
A,1433.751221,1433.991455
A,1439.348145,1440.073853
A,1453.688477,1453.920044
A,1454.905029,1455.201294
A,1460.155151,1460.438477
A,1465.307495,1465.519531
A,1469.087036,1469.409424
A,1481.85022,1482.071045
A,1545.957031,1546.171143
A,1547.686035,1547.905029
A,1549.998535,1550.220459
A,1552.352539,1552.565918
A,1553.067505,1553.379028
A,1566.255493,1566.476196
A,1577.684082,1578.056519
A,1613.206055,1613.421143
A,1628.300171,1628.515137
A,1679.464233,1679.679199
A,1688.51709,1688.738037
A,1689.005005,1689.222534
A,1694.467163,1694.699463
A,1714.430542,1714.657959
A,1745.452026,1745.703491
A,1773.954224,1774.16748
A,1883.464233,1883.704468
A,1884.099976,1884.381104
A,1887.074951,1888.537842
A,1899.946533,1900.158447
A,1900.666504,1900.880493
A,1914.76123,1914.980103
A,1924.322998,1924.537842
A,1951.588501,1952.242432
A,1957.942017,1958.168457
A,1967.141479,1967.392456
A,2038.417969,2038.668457
A,2049.422607,2049.664063
A,2067.488525,2067.718018
A,2069.912598,2070.219971
A,2095.841309,2096.093018
A,2135.254883,2135.470947
A,2135.458496,2135.812012
A,2152.943115,2153.159912
A,2182.093506,2182.348877
A,2193.905273,2194.118408
A,2218.217285,2218.431396
A,2233.150146,2233.383057
A,2260.513916,2260.733398
A,2265.330078,2265.659424
A,2289.734619,2289.978271
A,2353.06543,2353.345947
A,2359.438965,2359.655029
A,2377.701172,2377.915283
A,2381.189453,2381.429443
A,2419.734619,2420.038086
A,2430.058594,2430.29248
A,2443.770264,2444.012207
A,2504.551514,2504.768555
A,2505.330078,2505.639404
A,2509.677979,2509.914795
