A,3.700000048,3.97916007,W
A,26.29920006,26.57745934,W
A,43.09719849,43.3249588,U
A,53.40850067,53.75245667,C
A,103.776001,104.0554581,W
A,111.2842026,111.598053,Uncategorized
A,133.6475067,133.9459686,C
A,157.8114929,158.0371552,U
A,176.5325012,176.8119659,T
A,183.6911926,183.9899597,V
A,228.0182037,228.2514648,T
A,245.8961945,246.1824493,C
A,246.1045074,246.5664673,U
A,280.4995117,280.8104858,W
A,295.1069946,295.3764343,U
A,365.7225037,366.0739441,U
A,387.6642151,387.8860474,U
A,401.2695007,401.7014465,J
A,409.9151917,410.1369324,U
A,457.9382019,458.1810608,N
A,472.2470093,472.497467,W
A,473.4614868,473.7034912,N
A,489.6672058,489.9649658,C
A,499.0491943,499.3029785,U
A,514.6665039,514.9074707,C
A,517.9285278,518.2070923,W
A,526.7911987,527.0841675,C
A,555.9782104,556.2269287,C
A,560.7705078,561.102478,N
A,562.3189697,562.5810547,N
A,685.3239746,685.5541992,U
A,719.194519,719.4854126,C
A,755.3452148,755.6763916,C
A,789.7564697,789.9945068,T
A,809.8850098,810.125,N
A,821.746521,822.0050049,C
A,827.6791992,827.9971924,C
A,865.8305054,866.0620728,U
A,883.4689941,883.7739868,T
A,948.9890137,949.2354736,C
A,952.0894775,952.3121948,U
A,983.1281738,983.3711548,W
A,985.8775024,986.2070923,C
A,1040.256958,1040.549927,N
A,1057.532104,1057.765381,U
A,1064.421143,1064.722534,T
A,1069.50415,1069.809448,Uncategorized
A,1069.94104,1070.180176,N
A,1098.484497,1098.740112,W
A,1099.311157,1099.550537,C
A,1108.894043,1109.142456,N
A,1109.11499,1109.346191,N
A,1122.283203,1122.552002,N
A,1126.552246,1126.839478,W
A,1132.048218,1132.29895,T
A,1137.303223,1137.656494,W
A,1167.945557,1168.177856,N
A,1213.043457,1213.287476,W
A,1218.303223,1218.540527,N
A,1221.540527,1221.891968,C
A,1240.077148,1240.397461,U
A,1244.237061,1244.471069,N
A,1245.376221,1245.607422,N
A,1265.924072,1266.222412,U
A,1273.265259,1273.487061,N
A,1291.484131,1291.711426,V
A,1300.011963,1300.237427,N
A,1319.470093,1319.713989,U
A,1325.627441,1325.927979,U
A,1344.00647,1344.430054,C
A,1352.359497,1352.603516,T
A,1354.442017,1354.686035,T
A,1355.400024,1355.738037,C
A,1363.432251,1363.709473,U
A,1367.454468,1367.745483,W
A,1372.551147,1372.773071,U
A,1380.037476,1380.278442,U
A,1388.950073,1389.192017,U
A,1405.918091,1406.164917,N
A,1420.549561,1420.781982,U
A,1428.115112,1428.350464,U
A,1434.414551,1434.646118,N
A,1440.098999,1440.331177,U
A,1463.227173,1463.474976,W
A,1477.251953,1477.483154,T
A,1485.680542,1485.911987,U
A,1527.553955,1527.93689,C
A,1539.642212,1540.158447,C
A,1608.536499,1608.774536,T
A,1616.977051,1617.278076,Uncategorized
A,1673.337524,1673.646973,N
AT,1679.700439,1679.965454,Uncategorized
A,1688.463501,1688.718018,N
A,1736.782959,1737.157471,Uncategorized
A,1764.238037,1764.483887,C
A,1820.546997,1820.829102,N
A,1822.501221,1822.742432,T
A,1843.555176,1843.781006,U
A,1844.006226,1844.387451,N
A,1860.969482,1861.223022,V
A,1867.565552,1867.789429,U
A,1876.197021,1876.505127,N
A,1901.69751,1901.919189,U
A,1904.104248,1904.338501,V
A,1930.610962,1930.836426,Uncategorized
A,1936.903442,1937.294434,C
A,1987.838501,1988.0802,N
A,2025.662476,2025.922363,W
AT,2062.567383,2062.860596,N
A,2086.723145,2086.950439,W
A,2093.883057,2094.145996,C
A,2097.381104,2097.871582,T
A,2103.756104,2104.032959,N
A,2119.291992,2119.693359,Uncategorized
A,2120.475098,2120.703369,U
A,2130.26001,2130.496582,U
A,2137.174072,2137.485107,C
A,2169.785156,2170.119385,T
A,2228.593994,2228.970215,W
A,2239.028076,2239.27002,T
A,2246.187012,2246.427002,U
A,2253.058594,2253.534424,N
A,2278.942139,2279.310059,C
A,2280.212158,2280.449219,U
A,2300.246094,2300.488281,W
A,2312.119385,2312.358398,U
A,2340.130615,2340.411865,L
A,2355.406982,2355.638428,T
A,2356.150879,2356.504883,W
A,2358.676025,2358.963867,N
A,2363.888428,2364.110596,U
A,2365.818115,2366.058105,U
A,2389.598389,2389.845947,N
A,2391.088379,2391.407959,T
A,2438.80127,2439.085449,C
A,2439.831299,2440.147217,C
A,2441.729248,2442.039063,C
A,2442.232178,2442.473145,U
A,2442.439453,2442.726074,N
A,2442.950439,2443.284424,C
A,2449.387207,2449.707031,C
A,2466.160156,2466.421387,T
A,2485.808594,2486.035156,N
A,2486.853027,2487.869385,Uncategorized
