A,6.75150013,6.960960388
A,17.77820015,18.02116013
A,34.71549988,34.92296219
A,46.67900085,46.88846207
A,104.8770981,105.0999603
A,105.1595001,106.004158
A,160.2554932,160.4630585
A,162.7940063,163.1471558
A,168.5021057,168.7334595
A,187.4515076,187.668457
A,190.3784943,190.6704559
A,308.6505127,309.0039368
A,324.9205017,325.1999817
A,339.3160095,339.5364685
A,342.0534973,342.4369507
A,348.4849854,348.6959839
A,373.8240051,374.0464478
A,420.7909851,421.0204468
A,421.3622131,421.6184387
A,425.1925049,425.401947
A,489.6279907,489.8371887
A,493.4092102,493.6501465
A,503.5335083,503.8809509
A,540.5441895,540.7514648
A,569.3800049,569.5983887
A,575.0725098,575.2849731
A,579.9570923,580.1730347
A,608.0305176,608.2884521
A,617.7944946,618.0029297
A,666.3905029,666.6749268
A,711.7064819,711.9879761
A,713.1580811,713.3970337
A,715.9362183,716.3924561
A,717.40802,717.6289063
A,739.1192017,739.3284302
A,807.180481,807.3909912
A,866.9279785,867.1535034
A,892.288208,892.7260742
A,912.6074829,912.815918
A,952.7125244,952.9209595
A,976.177002,976.3844604
A,977.8261719,978.0939941
A,978.5999756,978.8189087
A,982.6849976,982.9019165
A,1022.164001,1022.403931
A,1022.635193,1022.867432
A,1035.247559,1035.484863
A,1078.081055,1078.289185
A,1079.739014,1080.234131
A,1091.954956,1092.169922
A,1101.438477,1101.648926
A,1110.924561,1111.131958
A,1128.285034,1128.658447
A,1137.937988,1138.635986
A,1153.564941,1153.775024
A,1177.593506,1177.833496
A,1185.626953,1185.836182
A,1209.103516,1209.346436
A,1223.838013,1224.051025
A,1229.419189,1229.663086
A,1248.009521,1248.216919
A,1297.280518,1297.503052
A,1305.938965,1306.148926
A,1311.469482,1311.886108
A,1317.211182,1317.448486
A,1343.926025,1344.13916
A,1365.545166,1365.752441
A,1400.494019,1400.770508
A,1465.674194,1465.885376
A,1558.567505,1558.775024
A,1568.849243,1569.24292
A,1599.572144,1599.785156
A,1621.324463,1621.573364
A,1629.317505,1629.560425
A,1637.65918,1637.873169
A,1660.854492,1661.062988
A,1692.144043,1692.373535
A,1706.885498,1707.099976
A,1790.78894,1791.012451
A,1835.418213,1835.650513
A,1873.321045,1873.528198
A,1880.14856,1880.358032
A,1888.065552,1888.361084
A,1916.765015,1917.271362
A,1927.0271,1927.359497
A,1937.855957,1938.064453
A,1945.653076,1946.00647
A,2040.626953,2040.911011
A,2074.050293,2074.279297
A,2080.808594,2081.101074
A,2095.518066,2095.725098
A,2096.157959,2096.378906
A,2100.831299,2101.134033
A,2125.736572,2125.945068
A,2149.075195,2149.315186
A,2165.065918,2165.425049
A,2166.47998,2166.752441
A,2172.518311,2172.735596
A,2191.293945,2191.638428
A,2217.950439,2218.173096
A,2222.053467,2222.346191
A,2261.186035,2262.104248
A,2265.745117,2265.961914
A,2275.773926,2275.988037
A,2317.546387,2317.769287
A,2326.306396,2326.51709
A,2328.794922,2329.009033
A,2338.866211,2339.12793
A,2359.453613,2359.660156
A,2363.220459,2363.490234
A,2378.542969,2378.785889
A,2386.066406,2386.330566
A,2420.81958,2421.029053
A,2494.605957,2494.907471
A,2508.531494,2508.739258
A,2510.041016,2510.259033
