A,1775.991211,1776.23999,Uncategorized,,,,,,,,,,,
A,1877.678223,1878.276489,Uncategorized,,,,,,,,,,,
A,1900.304443,1900.592529,T,1900398.683,1900409.243,1900458.203,1900472.603,1900512.923,,7.37531069,6.79593245,6.03072584,6.56931509,7.22500618
A,1908.183228,1908.462402,Uncategorized,,,,,,,,,,,
A,1945.376465,1945.616455,Uncategorized,,,,,,,,,,,
A,1998.133545,1998.400146,Uncategorized,,,,,,,,,,,
A,2045.667969,2045.887451,Uncategorized,,,,,,,,,,,
A,2058.530029,2058.822998,Uncategorized,,,,,,,,,,,
A,2067.460449,2067.696045,T,2067547.969,2067557.569,2067571.969,2067600.769,2067611.329,,7.39091375,6.94502457,6.49115176,7.03951535,7.34821674
A,2108.185059,2108.449951,Uncategorized,,,,,,,,,,,
A,2122.182617,2122.439941,Uncategorized,,,,,,,,,,,
A,2163.363037,2163.708496,Uncategorized,,,,,,,,,,,
A,2168.80127,2169.051025,Uncategorized,,,,,,,,,,,
A,2176.231445,2176.459229,Uncategorized,,,,,,,,,,,
A,2192.29248,2192.523926,Uncategorized,,,,,,,,,,,
A,2203.102051,2203.438965,Uncategorized,,,,,,,,,,,
A,2209.36499,2209.77124,Uncategorized,,,,,,,,,,,
A,2212.786621,2213.024414,Uncategorized,,,,,,,,,,,
A,2219.85791,2220.147461,Uncategorized,,,,,,,,,,,
A,2225.837402,2226.12207,T,2225888.442,2225913.402,2225956.602,2225976.762,2226030.522,,7.34145622,6.90551777,6.27244377,6.61982809,7.31544843
A,2257.774902,2258.008057,Uncategorized,,,,,,,,,,,
A,2268.293457,2268.596191,W,2268380.017,2268408.817,2268437.617,2268461.617,2268514.417,,7.56011629,6.41450904,7.22507612,6.69360509,7.37345001
A,2278.895996,2279.278076,Uncategorized,,,,,,,,,,,
A,2295.518311,2295.773438,Uncategorized,,,,,,,,,,,
A,2315.309082,2315.573975,Uncategorized,,,,,,,,,,,
A,2326.956543,2327.231934,Uncategorized,,,,,,,,,,,
A,2343.269043,2343.494385,W,2343364.243,2343374.803,2343399.763,2343428.563,2343444.883,,7.56547986,6.62145425,7.22982461,6.59463036,7.27018436
A,2345.847412,2346.17749,Uncategorized,,,,,,,,,,,
A,2374.885498,2375.316406,Uncategorized,,,,,,,,,,,
A,2396.207031,2396.436523,W,2396303.191,2396323.351,2396344.471,2396371.351,2396414.551,,7.42519853,6.54916815,7.08304223,6.47629259,7.32792093
A,2426.687988,2426.94458,Uncategorized,,,,,,,,,,,
A,2462.973145,2463.189941,Uncategorized,,,,,,,,,,,
